Ensembl Gene ID	id2	Ensembl Transcript ID	CDS Length
ENSG00000156711	MAPK13	ENST00000211287	1098
ENSG00000225312	HSD17B8	ENST00000454191	786
ENSG00000143850	PLEKHA6	ENST00000414478	3207
ENSG00000042088	TDP1	ENST00000393454	1827
ENSG00000178904	DPY19L3	ENST00000342179	2151
ENSG00000106399	RPA3	ENST00000223129	366
ENSG00000128000	ZNF780B	ENST00000434248	2502
ENSG00000168374	ARF4	ENST00000303436	543
ENSG00000241058	NSUN6	ENST00000377304	1410
ENSG00000268439	unknown	ENST00000599672	735
ENSG00000268432	unknown	ENST00000599823	192
ENSG00000268431	unknown	ENST00000593312	657
ENSG00000268430	unknown	ENST00000601538	5547
ENSG00000268436	unknown	ENST00000594269	108
ENSG00000268434	unknown	ENST00000593999	398
ENSG00000003989	SLC7A2	ENST00000004531	2097
ENSG00000157388	CACNA1D	ENST00000288139	6546
ENSG00000003987	MTMR7	ENST00000180173	1983
ENSG00000204764	RANBP17	ENST00000523189	3267
ENSG00000204767	FAM196B	ENST00000377365	1608
ENSG00000171703	TCEA2	ENST00000343484	900
ENSG00000100601	ALKBH1	ENST00000216489	1170
ENSG00000100600	LGMN	ENST00000334869	1302
ENSG00000268384	unknown	ENST00000600728	786
ENSG00000268387	unknown	ENST00000594609	231
ENSG00000135297	MTO1	ENST00000415954	2199
ENSG00000268381	unknown	ENST00000598499	528
ENSG00000161558	TMEM143	ENST00000293261	1380
ENSG00000268383	unknown	ENST00000594459	1500
ENSG00000182132	KCNIP1	ENST00000434108	726
ENSG00000131931	THAP1	ENST00000254250	642
ENSG00000091140	DLD	ENST00000205402	1530
ENSG00000158008	EXTL1	ENST00000374280	2031
ENSG00000183269	OR52E8	ENST00000537935	954
ENSG00000167825	OR5I1	ENST00000301532	945
ENSG00000183260	ABHD16B	ENST00000369916	1410
ENSG00000167822	OR8J3	ENST00000301529	948
ENSG00000197428	OR51D1	ENST00000357605	975
ENSG00000173818	ENDOV	ENST00000518137	849
ENSG00000173812	EIF1	ENST00000591776	366
ENSG00000233904	HLA-E	ENST00000415649	1077
ENSG00000165462	PHOX2A	ENST00000298231	855
ENSG00000129625	REEP5	ENST00000379638	570
ENSG00000205495	OR52J3	ENST00000380370	936
ENSG00000205496	OR51A2	ENST00000380371	942
ENSG00000205497	OR51A4	ENST00000380373	942
ENSG00000173230	GOLGB1	ENST00000393667	9810
ENSG00000011451	WIZ	ENST00000389282	4956
ENSG00000011454	RABGAP1	ENST00000373647	3210
ENSG00000254737	OR10G4	ENST00000320891	936
ENSG00000254732	unknown	ENST00000531074	55
ENSG00000090238	YPEL3	ENST00000398841	474
ENSG00000129197	RPAIN	ENST00000405578	696
ENSG00000129194	SOX15	ENST00000538513	702
ENSG00000129195	FAM64A	ENST00000572595	840
ENSG00000205148	unknown	ENST00000378936	381
ENSG00000205143	ARID3C	ENST00000378909	1239
ENSG00000257421	unknown	ENST00000547707	285
ENSG00000257427	unknown	ENST00000550817	51
ENSG00000159352	PSMD4	ENST00000368881	1143
ENSG00000121297	TSHZ3	ENST00000240587	3246
ENSG00000178297	TMPRSS9	ENST00000332578	3180
ENSG00000178295	GEN1	ENST00000317402	2727
ENSG00000058063	ATP11B	ENST00000323116	3534
ENSG00000128578	FAM40B	ENST00000249344	2505
ENSG00000120742	SERP1	ENST00000491660	237
ENSG00000176945	MUC20	ENST00000436408	2172
ENSG00000176946	THAP4	ENST00000407315	1734
ENSG00000174891	RSRC1	ENST00000480820	1005
ENSG00000170734	POLH	ENST00000372236	2142
ENSG00000178125	LRRC67	ENST00000522909	930
ENSG00000174898	TMEM146	ENST00000381624	2397
ENSG00000178127	NDUFV2	ENST00000400033	759
ENSG00000075415	SLC25A3	ENST00000551917	1089
ENSG00000075413	MARK3	ENST00000335102	2331
ENSG00000256771	ZNF253	ENST00000589717	1500
ENSG00000160145	KALRN	ENST00000360013	8961
ENSG00000248905	FMN1	ENST00000559047	4260
ENSG00000268447	unknown	ENST00000596480	567
ENSG00000134982	APC	ENST00000257430	8532
ENSG00000134987	WDR36	ENST00000506538	2856
ENSG00000134986	C5orf13	ENST00000395634	339
ENSG00000171067	C11orf24	ENST00000304271	1350
ENSG00000171060	C8orf74	ENST00000304519	885
ENSG00000231672	DIRC3	ENST00000423123	396
ENSG00000175764	TTLL11	ENST00000321582	2403
ENSG00000231676	OR2J2	ENST00000411588	939
ENSG00000175766	EIF4E1B	ENST00000504597	729
ENSG00000175768	TOMM5	ENST00000401811	297
ENSG00000231679	unknown	ENST00000383126	801
ENSG00000135052	GOLM1	ENST00000388712	1206
ENSG00000082482	KCNK2	ENST00000444842	1281
ENSG00000176490	DIRAS1	ENST00000323469	597
ENSG00000176495	OR5AN1	ENST00000313940	936
ENSG00000177728	KIAA0195	ENST00000375248	4101
ENSG00000237634	C6orf100	ENST00000438996	189
ENSG00000177721	C5orf39	ENST00000314890	582
ENSG00000089876	DHX32	ENST00000284690	2232
ENSG00000240592	EGFL8	ENST00000455889	882
ENSG00000253857	unknown	ENST00000522559	195
ENSG00000115902	SLC1A4	ENST00000234256	1599
ENSG00000259816	unknown	ENST00000568747	543
ENSG00000115904	SOS1	ENST00000426016	4002
ENSG00000084774	CAD	ENST00000264705	6678
ENSG00000176239	OR51B6	ENST00000380219	939
ENSG00000176236	C10orf111	ENST00000378207	468
ENSG00000176231	OR10H4	ENST00000322107	951
ENSG00000176230	OR4K17	ENST00000315543	1032
ENSG00000132207	SLX1A	ENST00000251303	828
ENSG00000132205	EMILIN2	ENST00000254528	3162
ENSG00000148200	NR6A1	ENST00000487099	1443
ENSG00000138326	RPS24	ENST00000440692	870
ENSG00000148204	CRB2	ENST00000373631	3858
ENSG00000144554	FANCD2	ENST00000287647	4416
ENSG00000144550	CPNE9	ENST00000383832	1662
ENSG00000076003	MCM6	ENST00000264156	2466
ENSG00000144559	C3orf31	ENST00000444133	1359
ENSG00000137364	TPMT	ENST00000309983	738
ENSG00000141002	TCF25	ENST00000263346	2031
ENSG00000172803	SNX32	ENST00000308342	1212
ENSG00000172809	RPL38	ENST00000439590	213
ENSG00000063587	ZNF275	ENST00000440091	1380
ENSG00000101911	PRPS2	ENST00000398491	966
ENSG00000101916	TLR8	ENST00000311912	3180
ENSG00000269171	unknown	ENST00000598460	411
ENSG00000269173	unknown	ENST00000598606	1140
ENSG00000269175	unknown	ENST00000593496	372
ENSG00000269179	unknown	ENST00000451973	114
ENSG00000269178	unknown	ENST00000594117	570
ENSG00000061987	MON2	ENST00000393630	5157
ENSG00000180861	C12orf36	ENST00000318426	417
ENSG00000180869	C1orf180	ENST00000370624	372
ENSG00000151033	LYZL2	ENST00000375318	585
ENSG00000145781	COMMD10	ENST00000274458	609
ENSG00000145780	FEM1C	ENST00000274457	1854
ENSG00000145782	ATG12	ENST00000274459	564
ENSG00000235569	MSH5	ENST00000457917	2235
ENSG00000235568	NFAM1	ENST00000329021	813
ENSG00000174407	C20orf166	ENST00000370527	354
ENSG00000174405	LIG4	ENST00000356922	2736
ENSG00000197977	ELOVL2	ENST00000354666	891
ENSG00000197976	AKAP17A	ENST00000313871	2088
ENSG00000197971	MBP	ENST00000580402	915
ENSG00000197978	GOLGA6L9	ENST00000300515	1299
ENSG00000151135	C12orf23	ENST00000548125	351
ENSG00000061676	NCKAP1	ENST00000360982	3405
ENSG00000169228	RAB24	ENST00000393611	612
ENSG00000169220	RGS14	ENST00000408923	1701
ENSG00000169221	TBC1D10B	ENST00000409939	2427
ENSG00000169223	LMAN2	ENST00000303127	1071
ENSG00000169224	C1orf150	ENST00000366488	408
ENSG00000089022	MAPKAPK5	ENST00000551404	1422
ENSG00000261361	unknown	ENST00000566819	771
ENSG00000111816	FRK	ENST00000368626	1518
ENSG00000111817	DSE	ENST00000537543	2934
ENSG00000090889	KIF4A	ENST00000374403	3699
ENSG00000107816	LZTS2	ENST00000370223	2010
ENSG00000107815	C10orf2	ENST00000311916	2055
ENSG00000117245	KIF17	ENST00000247986	3090
ENSG00000107819	SFXN3	ENST00000224807	978
ENSG00000169592	INO80E	ENST00000563197	735
ENSG00000169594	BNC1	ENST00000345382	2985
ENSG00000169598	DFFB	ENST00000378209	1017
ENSG00000169599	NFU1	ENST00000410022	765
ENSG00000146842	TMEM209	ENST00000397622	1686
ENSG00000156564	LRFN2	ENST00000338305	2370
ENSG00000106144	CASP2	ENST00000310447	1359
ENSG00000269283	unknown	ENST00000594047	3762
ENSG00000269282	unknown	ENST00000598930	453
ENSG00000269285	unknown	ENST00000594628	2565
ENSG00000118434	SPACA1	ENST00000237201	885
ENSG00000118432	CNR1	ENST00000369501	1419
ENSG00000263850	unknown	ENST00000584115	843
ENSG00000263851	unknown	ENST00000584068	495
ENSG00000110148	CCKBR	ENST00000525462	1551
ENSG00000102393	GLA	ENST00000218516	1290
ENSG00000104518	GSDMD	ENST00000533063	1599
ENSG00000181090	EHMT1	ENST00000460843	3897
ENSG00000181092	ADIPOQ	ENST00000320741	735
ENSG00000134046	MBD2	ENST00000256429	1236
ENSG00000143315	PIGM	ENST00000368090	1272
ENSG00000168175	MAPK1IP1L	ENST00000395468	738
ENSG00000134042	MRO	ENST00000436348	789
ENSG00000168172	HOOK3	ENST00000307602	2157
ENSG00000143318	CASQ1	ENST00000368078	1191
ENSG00000143319	ISG20L2	ENST00000313146	1062
ENSG00000134049	IER3IP1	ENST00000256433	249
ENSG00000166317	SYNPO2L	ENST00000394810	2934
ENSG00000266159	unknown	ENST00000585083	828
ENSG00000166311	SMPD1	ENST00000342245	1896
ENSG00000225663	FAM195B	ENST00000572645	357
ENSG00000229176	C6orf26	ENST00000457185	537
ENSG00000078549	ADCYAP1R1	ENST00000409489	1575
ENSG00000184575	XPOT	ENST00000332707	2889
ENSG00000184574	LPAR5	ENST00000329858	1119
ENSG00000184571	PIWIL3	ENST00000332271	2649
ENSG00000269828	unknown	ENST00000572823	930
ENSG00000269824	unknown	ENST00000593401	732
ENSG00000269823	unknown	ENST00000599578	423
ENSG00000269820	unknown	ENST00000597367	2715
ENSG00000262103	unknown	ENST00000574901	954
ENSG00000262102	unknown	ENST00000572659	3669
ENSG00000188603	CLN3	ENST00000569430	1317
ENSG00000118298	CA14	ENST00000369111	1014
ENSG00000130560	UBAC1	ENST00000371756	1218
ENSG00000118292	C1orf54	ENST00000369102	396
ENSG00000102539	MLNR	ENST00000218721	1239
ENSG00000215301	DDX3X	ENST00000399959	1989
ENSG00000215305	VPS16	ENST00000380445	2520
ENSG00000102531	FNDC3A	ENST00000492622	3597
ENSG00000215306	unknown	ENST00000399979	66
ENSG00000106852	LHX6	ENST00000394319	1179
ENSG00000106853	PTGR1	ENST00000309195	990
ENSG00000115241	PPM1G	ENST00000344034	1641
ENSG00000259371	unknown	ENST00000558325	828
ENSG00000139445	FOXN4	ENST00000299162	1554
ENSG00000165660	FAM175B	ENST00000298492	1248
ENSG00000165661	QSOX2	ENST00000358701	2097
ENSG00000165669	C10orf84	ENST00000369183	702
ENSG00000153044	CENPH	ENST00000283006	744
ENSG00000153046	CDYL	ENST00000328908	1797
ENSG00000153048	CARHSP1	ENST00000396593	444
ENSG00000187005	KRTAP21-1	ENST00000335093	240
ENSG00000180053	NKX2-6	ENST00000325017	906
ENSG00000127804	METTL16	ENST00000576155	1689
ENSG00000162129	CLPB	ENST00000535990	2139
ENSG00000185716	C16orf52	ENST00000542527	504
ENSG00000213465	ARL2	ENST00000246747	555
ENSG00000213462	ERV3-1	ENST00000394323	1815
ENSG00000213463	SYNJ2BP	ENST00000256366	438
ENSG00000257623	unknown	ENST00000551247	300
ENSG00000257625	unknown	ENST00000550960	396
ENSG00000109501	WFS1	ENST00000503569	2673
ENSG00000129636	ITFG1	ENST00000320640	1839
ENSG00000074319	TSG101	ENST00000251968	1173
ENSG00000074317	SNCB	ENST00000310112	405
ENSG00000226248	CLIC1	ENST00000422167	726
ENSG00000258429	unknown	ENST00000288022	732
ENSG00000183655	KLHL25	ENST00000337975	1770
ENSG00000183654	MARCH11	ENST00000332432	1209
ENSG00000183657	unknown	ENST00000331659	459
ENSG00000183653	NCRNA00258	ENST00000333765	123
ENSG00000055483	USP36	ENST00000589225	3372
ENSG00000257198	unknown	ENST00000455647	1671
ENSG00000116922	C1orf109	ENST00000358011	612
ENSG00000001626	CFTR	ENST00000003084	4443
ENSG00000104177	MYEF2	ENST00000324324	1803
ENSG00000001629	ANKIB1	ENST00000265742	3270
ENSG00000006075	CCL3	ENST00000225245	279
ENSG00000006074	CCL18	ENST00000004921	270
ENSG00000006071	ABCC8	ENST00000302539	4749
ENSG00000107485	GATA3	ENST00000379328	1335
ENSG00000055732	MCOLN3	ENST00000370589	1662
ENSG00000181877	unknown	ENST00000314552	615
ENSG00000181873	IBA57	ENST00000366711	1071
ENSG00000168959	GRM5	ENST00000305447	3639
ENSG00000168958	MFF	ENST00000353339	1029
ENSG00000242335	CFB	ENST00000552529	3801
ENSG00000197568	HHLA3	ENST00000432224	465
ENSG00000197566	ZNF624	ENST00000311331	2598
ENSG00000155052	CNTNAP5	ENST00000431078	3921
ENSG00000168952	STXBP6	ENST00000396700	633
ENSG00000168955	TM4SF20	ENST00000304568	690
ENSG00000197563	PIGN	ENST00000357637	2796
ENSG00000197561	ELANE	ENST00000590230	804
ENSG00000054282	SDCCAG8	ENST00000366541	2142
ENSG00000186063	AIDA	ENST00000340020	921
ENSG00000053770	MUDENG	ENST00000431972	1515
ENSG00000187733	AMY1C	ENST00000370079	1536
ENSG00000125510	OPRL1	ENST00000336866	1113
ENSG00000187730	GABRD	ENST00000378585	1359
ENSG00000229998	KIAA1949	ENST00000443517	1842
ENSG00000204941	PSG5	ENST00000599812	1287
ENSG00000204947	ZNF425	ENST00000378061	2259
ENSG00000204946	ZNF783	ENST00000434415	1641
ENSG00000159882	ZNF230	ENST00000429154	1425
ENSG00000182521	TBPL2	ENST00000247219	1128
ENSG00000159885	ZNF222	ENST00000391960	1476
ENSG00000159884	CCDC107	ENST00000426546	852
ENSG00000172466	ZNF24	ENST00000261332	1107
ENSG00000111057	KRT18	ENST00000388835	1293
ENSG00000197694	SPTAN1	ENST00000372739	7434
ENSG00000197696	NMB	ENST00000394588	465
ENSG00000197697	HIST1H2BE	ENST00000356530	381
ENSG00000111058	ACSS3	ENST00000548058	2061
ENSG00000260199	unknown	ENST00000565629	282
ENSG00000260195	unknown	ENST00000565826	3069
ENSG00000204498	NFKBIL1	ENST00000376148	1146
ENSG00000204491	PRAMEF18	ENST00000376126	1440
ENSG00000204490	TNF	ENST00000376122	702
ENSG00000110801	PSMD9	ENST00000541212	672
ENSG00000203443	unknown	ENST00000366261	198
ENSG00000007306	CEACAM7	ENST00000006724	798
ENSG00000104827	CGB	ENST00000357383	498
ENSG00000104826	LHB	ENST00000221421	426
ENSG00000104825	NFKBIB	ENST00000313582	1071
ENSG00000104824	HNRNPL	ENST00000221419	1770
ENSG00000104823	ECH1	ENST00000221418	987
ENSG00000151379	MSGN1	ENST00000281047	582
ENSG00000107738	C10orf54	ENST00000394957	936
ENSG00000107731	UNC5B	ENST00000335350	2838
ENSG00000107736	CDH23	ENST00000224721	10074
ENSG00000151376	ME3	ENST00000393324	1815
ENSG00000106460	TMEM106B	ENST00000396668	825
ENSG00000106462	EZH2	ENST00000320356	2256
ENSG00000237435	unknown	ENST00000413825	315
ENSG00000120948	TARDBP	ENST00000240185	1245
ENSG00000120949	TNFRSF8	ENST00000263932	1788
ENSG00000120942	UBIAD1	ENST00000376810	1017
ENSG00000009335	UBE3C	ENST00000348165	3252
ENSG00000057252	SOAT1	ENST00000367619	1653
ENSG00000187821	HELT	ENST00000338875	984
ENSG00000160439	RDH13	ENST00000415061	996
ENSG00000140505	CYP1A2	ENST00000343932	1551
ENSG00000140506	LMAN1L	ENST00000309664	1581
ENSG00000177291	GJD4	ENST00000321660	1113
ENSG00000177294	FBXO39	ENST00000321535	1329
ENSG00000240204	unknown	ENST00000462322	198
ENSG00000237388	OR4A47	ENST00000446524	930
ENSG00000205726	ITSN1	ENST00000381318	5166
ENSG00000163312	HELQ	ENST00000295488	3306
ENSG00000163319	MRPS18C	ENST00000295491	429
ENSG00000095321	CRAT	ENST00000318080	1881
ENSG00000115539	PDCL3	ENST00000264254	720
ENSG00000179262	RAD23A	ENST00000586534	1092
ENSG00000136213	CHST12	ENST00000258711	1245
ENSG00000264842	unknown	ENST00000342551	1992
ENSG00000109458	GAB1	ENST00000262995	2175
ENSG00000051596	THOC3	ENST00000265097	1056
ENSG00000137166	FOXP4	ENST00000307972	2043
ENSG00000137161	CNPY3	ENST00000372836	837
ENSG00000137168	PPIL1	ENST00000373699	501
ENSG00000128829	EIF2AK4	ENST00000263791	4950
ENSG00000250722	SEPP1	ENST00000514985	1146
ENSG00000157020	SEC13	ENST00000383801	1107
ENSG00000264848	unknown	ENST00000577180	1230
ENSG00000109452	INPP4B	ENST00000509777	2817
ENSG00000184032	KRTAP20-2	ENST00000330798	198
ENSG00000184033	CTAG1B	ENST00000328435	543
ENSG00000179841	AKAP5	ENST00000394718	1284
ENSG00000179840	C1orf200	ENST00000377320	504
ENSG00000179846	NKPD1	ENST00000317951	2499
ENSG00000148481	FAM188A	ENST00000277632	1338
ENSG00000122390	NAT15	ENST00000424546	750
ENSG00000126432	PRDX5	ENST00000265462	645
ENSG00000204130	RUFY2	ENST00000388768	1926
ENSG00000204131	NHSL2	ENST00000540800	3678
ENSG00000204138	PHACTR4	ENST00000373836	2139
ENSG00000206408	GPANK1	ENST00000400139	1071
ENSG00000206409	APOM	ENST00000383438	567
ENSG00000206402	LY6G6D	ENST00000400084	1149
ENSG00000206403	ABHD16A	ENST00000446529	1677
ENSG00000206401	unknown	ENST00000548716	378
ENSG00000206406	CSNK2B	ENST00000400116	705
ENSG00000206404	LY6G5C	ENST00000449562	677
ENSG00000268194	unknown	ENST00000593290	534
ENSG00000268195	unknown	ENST00000596438	1023
ENSG00000268196	unknown	ENST00000598245	945
ENSG00000268190	unknown	ENST00000601049	804
ENSG00000268192	unknown	ENST00000599663	48
ENSG00000268193	unknown	ENST00000596918	254
ENSG00000173991	TCAP	ENST00000309889	504
ENSG00000173992	CCS	ENST00000533244	825
ENSG00000148482	SLC39A12	ENST00000377369	2076
ENSG00000159147	DONSON	ENST00000303071	1701
ENSG00000130309	GLT25D1	ENST00000252599	1869
ENSG00000159140	SON	ENST00000356577	7281
ENSG00000130305	NSUN5	ENST00000310326	1413
ENSG00000130304	SLC27A1	ENST00000252595	1941
ENSG00000130307	USHBP1	ENST00000252597	2112
ENSG00000130300	PLVAP	ENST00000252590	1329
ENSG00000130303	BST2	ENST00000252593	543
ENSG00000122971	ACADS	ENST00000242592	1239
ENSG00000122970	IFT81	ENST00000552912	2031
ENSG00000145817	YIPF5	ENST00000274496	774
ENSG00000080986	NDC80	ENST00000261597	1929
ENSG00000253276	unknown	ENST00000523505	708
ENSG00000145819	ARHGAP26	ENST00000274498	2445
ENSG00000154040	CABYR	ENST00000463087	1482
ENSG00000174173	RG9MTD1	ENST00000309922	1212
ENSG00000197114	ZGPAT	ENST00000328969	1596
ENSG00000174177	CTU2	ENST00000567949	1761
ENSG00000232263	KRTAP25-1	ENST00000416044	309
ENSG00000174175	SELP	ENST00000367790	2493
ENSG00000205267	unknown	ENST00000379421	729
ENSG00000081052	COL4A4	ENST00000396625	5073
ENSG00000232268	OR52I1	ENST00000450052	1047
ENSG00000081051	AFP	ENST00000226359	1869
ENSG00000120533	ENY2	ENST00000521688	306
ENSG00000120539	MASTL	ENST00000375940	2640
ENSG00000072778	ACADVL	ENST00000543245	2037
ENSG00000079785	DDX1	ENST00000381341	2223
ENSG00000006530	AGK	ENST00000355413	1269
ENSG00000134900	TPP2	ENST00000376052	3789
ENSG00000155313	USP25	ENST00000400183	3378
ENSG00000131475	VPS25	ENST00000253794	531
ENSG00000131477	RAMP2	ENST00000587142	543
ENSG00000131470	PSMC3IP	ENST00000393795	654
ENSG00000131471	AOC3	ENST00000308423	2292
ENSG00000131473	ACLY	ENST00000352035	3306
ENSG00000170509	HSD17B13	ENST00000328546	903
ENSG00000170502	NUDT9	ENST00000302174	1053
ENSG00000170500	LONRF2	ENST00000393437	2265
ENSG00000134538	SLCO1B1	ENST00000256958	2076
ENSG00000134539	KLRD1	ENST00000381908	543
ENSG00000134532	SOX5	ENST00000451604	2292
ENSG00000134533	RERG	ENST00000256953	600
ENSG00000134531	EMP1	ENST00000256951	474
ENSG00000198570	RD3	ENST00000367002	588
ENSG00000128052	KDR	ENST00000263923	4071
ENSG00000171459	OR1L6	ENST00000373684	1044
ENSG00000198574	SH2D1B	ENST00000367929	399
ENSG00000198576	ARC	ENST00000356613	1191
ENSG00000171453	POLR1C	ENST00000372389	1041
ENSG00000171450	CDK5R2	ENST00000302625	1104
ENSG00000171451	DSEL	ENST00000310045	3669
ENSG00000171456	ASXL1	ENST00000375687	4626
ENSG00000188042	ARL4C	ENST00000339728	606
ENSG00000100226	GTPBP1	ENST00000216044	2010
ENSG00000068903	SIRT2	ENST00000249396	1170
ENSG00000243279	PRAF2	ENST00000376390	537
ENSG00000105428	ZNRF4	ENST00000222033	1290
ENSG00000105429	MEGF8	ENST00000251268	8538
ENSG00000214814	FER1L6	ENST00000522917	5574
ENSG00000094804	CDC6	ENST00000209728	1683
ENSG00000105426	PTPRS	ENST00000372412	5850
ENSG00000105427	CNFN	ENST00000222032	339
ENSG00000039987	BEST2	ENST00000549706	1530
ENSG00000215494	unknown	ENST00000400449	459
ENSG00000177889	UBE2N	ENST00000318066	459
ENSG00000177888	ZBTB41	ENST00000367405	2730
ENSG00000177885	GRB2	ENST00000392564	654
ENSG00000065883	CDK13	ENST00000181839	4539
ENSG00000065882	TBC1D1	ENST00000261439	3507
ENSG00000173610	UGT2A1	ENST00000514019	2082
ENSG00000105392	CRX	ENST00000535362	981
ENSG00000105393	BABAM1	ENST00000598188	990
ENSG00000147509	RGS20	ENST00000297313	1167
ENSG00000105397	TYK2	ENST00000525621	3564
ENSG00000233701	PRR23C	ENST00000413199	789
ENSG00000105398	SULT2A1	ENST00000222002	858
ENSG00000146678	IGFBP1	ENST00000275525	780
ENSG00000173614	NMNAT1	ENST00000377205	840
ENSG00000146674	IGFBP3	ENST00000381083	894
ENSG00000003056	M6PR	ENST00000000412	834
ENSG00000146670	CDCA5	ENST00000404147	924
ENSG00000141905	NFIC	ENST00000443272	1527
ENSG00000138964	PARVG	ENST00000444313	996
ENSG00000236177	HLA-DPA1	ENST00000515317	783
ENSG00000236178	unknown	ENST00000553245	3282
ENSG00000214360	EFCAB9	ENST00000398186	594
ENSG00000264204	unknown	ENST00000311652	1992
ENSG00000214367	HAUS3	ENST00000243706	1812
ENSG00000074660	SCARF1	ENST00000263071	2493
ENSG00000077312	SNRPA	ENST00000243563	849
ENSG00000119943	PYROXD2	ENST00000370575	1746
ENSG00000119946	CNNM1	ENST00000356713	2856
ENSG00000101890	GUCY2F	ENST00000218006	3327
ENSG00000101892	ATP1B4	ENST00000218008	1074
ENSG00000148411	NACC2	ENST00000371753	1764
ENSG00000134717	BTF3L4	ENST00000313334	477
ENSG00000144746	ARL6IP5	ENST00000273258	567
ENSG00000144747	TMF1	ENST00000543976	3291
ENSG00000144744	UBA3	ENST00000361055	1392
ENSG00000144741	SLC25A26	ENST00000354883	825
ENSG00000062822	POLD1	ENST00000595904	3402
ENSG00000144749	LRIG1	ENST00000273261	3282
ENSG00000163116	C4orf37	ENST00000295268	1380
ENSG00000139842	CUL4A	ENST00000375440	2280
ENSG00000010818	HIVEP2	ENST00000367604	7341
ENSG00000166548	TK2	ENST00000299697	924
ENSG00000224902	GAGE12H	ENST00000381722	354
ENSG00000010810	FYN	ENST00000354650	1614
ENSG00000196900	C5orf48	ENST00000357147	405
ENSG00000235487	PSORS1C1	ENST00000448455	459
ENSG00000150593	PDCD4	ENST00000280154	1410
ENSG00000100271	TTLL1	ENST00000266254	1272
ENSG00000100276	RASL10A	ENST00000216101	612
ENSG00000150594	ADRA2A	ENST00000280155	1398
ENSG00000265551	unknown	ENST00000578828	3963
ENSG00000117899	MESDC2	ENST00000561312	705
ENSG00000173762	CD7	ENST00000312648	723
ENSG00000236287	ZBED5	ENST00000432999	2082
ENSG00000233670	PIRT	ENST00000580256	414
ENSG00000174238	PITPNA	ENST00000313486	813
ENSG00000174231	PRPF8	ENST00000304992	7008
ENSG00000232106	C6orf10	ENST00000457429	1692
ENSG00000174236	REP15	ENST00000310791	711
ENSG00000143434	SEMA6C	ENST00000368913	2889
ENSG00000143437	ARNT	ENST00000358595	2370
ENSG00000143436	MRPL9	ENST00000368830	804
ENSG00000112972	HMGCS1	ENST00000325110	1563
ENSG00000188763	FZD9	ENST00000344575	1776
ENSG00000112977	DAP	ENST00000432074	615
ENSG00000088543	C3orf18	ENST00000426034	489
ENSG00000151176	PLBD2	ENST00000280800	1770
ENSG00000099849	RASSF7	ENST00000397583	1122
ENSG00000107130	NCS1	ENST00000372398	573
ENSG00000073146	MOV10L1	ENST00000262794	3636
ENSG00000021461	CYP3A43	ENST00000222382	1515
ENSG00000106266	SNX8	ENST00000222990	1398
ENSG00000106263	EIF3B	ENST00000360876	2445
ENSG00000266118	unknown	ENST00000584973	612
ENSG00000106268	NUDT1	ENST00000397048	540
ENSG00000269323	unknown	ENST00000599697	2976
ENSG00000100852	ARHGAP5	ENST00000539826	4509
ENSG00000023191	RNH1	ENST00000534797	1386
ENSG00000269327	unknown	ENST00000593526	1557
ENSG00000269329	unknown	ENST00000600520	7944
ENSG00000113597	C5orf44	ENST00000545191	1260
ENSG00000236826	LSM2	ENST00000455705	288
ENSG00000113595	TRIM23	ENST00000231524	1725
ENSG00000113594	LIFR	ENST00000263409	3294
ENSG00000113593	PPWD1	ENST00000261308	1941
ENSG00000145592	RPL37	ENST00000274242	294
ENSG00000143294	PRCC	ENST00000271526	1476
ENSG00000143297	FCRL5	ENST00000361835	2934
ENSG00000234469	unknown	ENST00000445307	642
ENSG00000234465	unknown	ENST00000599207	615
ENSG00000113621	TXNDC15	ENST00000358387	1083
ENSG00000142748	FCN3	ENST00000270879	900
ENSG00000169413	RNASE6	ENST00000304677	453
ENSG00000169410	PTPN9	ENST00000306726	1782
ENSG00000169418	NPR1	ENST00000368680	3186
ENSG00000183035	CYLC1	ENST00000329312	1956
ENSG00000189058	APOD	ENST00000421243	646
ENSG00000163156	SCNM1	ENST00000368905	693
ENSG00000183036	PCP4	ENST00000328619	189
ENSG00000183032	SLC25A21	ENST00000331299	900
ENSG00000189051	RNF222	ENST00000399398	663
ENSG00000189050	RNFT1	ENST00000305783	1308
ENSG00000189052	CGB5	ENST00000301408	498
ENSG00000183038	GGTLC3	ENST00000424787	711
ENSG00000189057	FAM111B	ENST00000343597	2205
ENSG00000181577	C6orf223	ENST00000336600	729
ENSG00000187905	unknown	ENST00000342608	1176
ENSG00000111667	USP5	ENST00000229268	2577
ENSG00000111666	CHPT1	ENST00000229266	1221
ENSG00000111665	CDCA3	ENST00000538862	807
ENSG00000187902	SHISA7	ENST00000376325	1617
ENSG00000111669	TPI1	ENST00000229270	861
ENSG00000239732	TLR9	ENST00000597542	3171
ENSG00000187908	DMBT1	ENST00000368915	7629
ENSG00000087302	C14orf166	ENST00000261700	735
ENSG00000087303	NID2	ENST00000216286	4128
ENSG00000114019	AMOTL2	ENST00000514516	2514
ENSG00000114013	CD86	ENST00000330540	990
ENSG00000072163	LIMS2	ENST00000324938	1098
ENSG00000261667	unknown	ENST00000562505	417
ENSG00000261661	unknown	ENST00000569769	504
ENSG00000261660	unknown	ENST00000562335	3114
ENSG00000168452	PPT2	ENST00000414356	927
ENSG00000168453	HR	ENST00000381418	3570
ENSG00000262318	unknown	ENST00000571396	447
